pattern	constr_id	sent_id	pairs	order	correct_number	class	type	n_attr	punct	freq	len_context	len_prefix	sent	target
R__VERB_NOUN_CCONJ_VERB	13	8	383	x	plur	correct	generated	0	TRUE	3610	7	26	"They indefinitely operate if you hear master in your time , ( for hijackers like me ) , they lose an environment of the consistency and"	enter
R__VERB_NOUN_CCONJ_VERB	13	8	383	y	plur	wrong	generated	0	TRUE	1492	7	26	"They indefinitely operate if you hear master in your time , ( for hijackers like me ) , they lose an environment of the consistency and"	enters
R__VERB_NOUN_CCONJ_VERB	0	3	384	x	plur	correct	generated	0	FALSE	1124	4	5	Rules listen the artwork but	belong
R__VERB_NOUN_CCONJ_VERB	0	3	384	y	plur	wrong	generated	0	FALSE	776	4	5	Rules listen the artwork but	belongs
L__NOUN_VERB_VERB	16	8	385	x	sing	correct	generated	0	FALSE	556	6	8	The strongest growth you can censor in Aldo	enjoys
L__NOUN_VERB_VERB	16	8	385	y	sing	wrong	generated	0	FALSE	1428	6	8	The strongest growth you can censor in Aldo	enjoy
L__NOUN_VERB_VERB	9	4	386	x	plur	correct	generated	1	TRUE	4503	4	19	"But automatic millions do cancel the tutorial they dislike he will wash , and the explosives who provide him"	carry
L__NOUN_VERB_VERB	9	4	386	y	plur	wrong	generated	1	TRUE	1560	4	19	"But automatic millions do cancel the tutorial they dislike he will wash , and the explosives who provide him"	carries
L__NOUN_VERB_VERB	16	0	387	x	sing	correct	original	0	FALSE	649202	6	8	The best thing you can do in Okinawa	is
L__NOUN_VERB_VERB	16	0	387	y	sing	wrong	original	0	FALSE	261453	6	8	The best thing you can do in Okinawa	are
L__NOUN_VERB_VERB	19	1	388	x	plur	correct	generated	1	FALSE	2836	6	8	the influential drugs we continue in our swing	indicate
L__NOUN_VERB_VERB	19	1	388	y	plur	wrong	generated	1	FALSE	1984	6	8	the influential drugs we continue in our swing	indicates
R__VERB_NOUN_CCONJ_VERB	10	3	389	x	plur	correct	generated	0	FALSE	1226	4	5	You indicate the dryer and	demonstrate
R__VERB_NOUN_CCONJ_VERB	10	3	389	y	plur	wrong	generated	0	FALSE	529	4	5	You indicate the dryer and	demonstrates
L__NOUN_VERB_VERB	12	2	390	x	plur	correct	generated	1	FALSE	327	5	6	Additional parties that frankly would conclude	intend
L__NOUN_VERB_VERB	12	2	390	y	plur	wrong	generated	1	FALSE	341	5	6	Additional parties that frankly would conclude	intends
L__NOUN_VERB_VERB	11	5	391	x	plur	correct	generated	2	FALSE	1854	7	10	The usual noble peoples that freely would reduce from role	agree
L__NOUN_VERB_VERB	11	5	391	y	plur	wrong	generated	2	FALSE	934	7	10	The usual noble peoples that freely would reduce from role	agrees
R__VERB_NOUN_CCONJ_VERB	13	2	392	x	plur	correct	generated	0	TRUE	3569	7	26	"They exponentially indicate if you carry bull in your panic , ( for lions like me ) , they laugh an extent of the field and"	ensure
R__VERB_NOUN_CCONJ_VERB	13	2	392	y	plur	wrong	generated	0	TRUE	399	7	26	"They exponentially indicate if you carry bull in your panic , ( for lions like me ) , they laugh an extent of the field and"	ensures
L__NOUN_VERB_VERB	6	7	393	x	plur	correct	generated	1	FALSE	8990	8	11	I realize the wars on which I should revise your hunt	allow
L__NOUN_VERB_VERB	6	7	393	y	plur	wrong	generated	1	FALSE	5948	8	11	I realize the wars on which I should revise your hunt	allows
R__VERB_NOUN_CCONJ_VERB	0	8	394	x	plur	correct	generated	0	FALSE	1124	4	5	Judges laugh the imprisonment but	belong
R__VERB_NOUN_CCONJ_VERB	0	8	394	y	plur	wrong	generated	0	FALSE	776	4	5	Judges laugh the imprisonment but	belongs
L__NOUN_VERB_VERB	2	0	395	x	plur	correct	original	1	FALSE	152781	6	16	<unk> I do n't subscribe to the notion that the things we watch or listen to	have
L__NOUN_VERB_VERB	2	0	395	y	plur	wrong	original	1	FALSE	171095	6	16	<unk> I do n't subscribe to the notion that the things we watch or listen to	has
L__NOUN_VERB_VERB	10	8	396	x	sing	correct	generated	0	FALSE	228	5	7	The rare reversal I called this sauce	understands
L__NOUN_VERB_VERB	10	8	396	y	sing	wrong	generated	0	FALSE	2723	5	7	The rare reversal I called this sauce	understand
L__NOUN_VERB_VERB	20	9	397	x	sing	correct	generated	0	FALSE	1375	10	12	The obsessed coding I built actually from them in the first chair	extends
L__NOUN_VERB_VERB	20	9	397	y	sing	wrong	generated	0	FALSE	1939	10	12	The obsessed coding I built actually from them in the first chair	extend
L__NOUN_VERB_VERB	2	9	398	x	plur	correct	generated	1	FALSE	89	6	16	<unk> I do n't register to the leash that the partnerships we learn or provide to	suck
L__NOUN_VERB_VERB	2	9	398	y	plur	wrong	generated	1	FALSE	53	6	16	<unk> I do n't register to the leash that the partnerships we learn or provide to	sucks
